Date,Open,Open_,High,High_,Low,Low_,Close,CC,CO,Volume
20130102,97.6,,99.9,,97.1,,99.6,,2,14353
20130103,100.5,0.029713115,102,0.021021021,100,0.029866117,101,1.4,0.5,12616
20130104,100.5,0,101.5,-0.004901961,100,0,101.5,0.5,1,10276
20130107,101,0.004975124,101,-0.004926108,99.1,-0.009,100.5,-1,-0.5,9042
20130108,99.6,-0.013861386,100,-0.00990099,98.9,-0.002018163,99.7,-0.8,0.1,9463
20130109,100.5,0.009036145,100.5,0.005,99.2,0.003033367,100,0.3,-0.5,7616
20130110,99.9,-0.005970149,101,0.004975124,99.5,0.003024194,101,1,1.1,8304
20130111,101.5,0.016016016,101.5,0.004950495,100.5,0.010050251,101,0,-0.5,7982
20130114,101,-0.004926108,102,0.004926108,100,-0.004975124,102,1,1,6414
20130115,102,0.00990099,102,0,99.8,-0.002,100.5,-1.5,-1.5,10021
20130116,100.5,-0.014705882,100.5,-0.014705882,99.2,-0.006012024,99.2,-1.3,-1.3,8742
20130117,100.5,0,101,0.004975124,98.5,-0.007056452,99.3,0.1,-1.2,9034
20130118,101.5,0.009950249,101.5,0.004950495,100.5,0.020304569,101.5,2.2,0,11823
20130121,101,-0.004926108,101,-0.004926108,100,-0.004975124,100.5,-1,-0.5,5625
20130122,101,0,101,0,99.9,-0.001,101,0.5,0,5388
20130123,101.5,0.004950495,101.5,0.004950495,100,0.001001001,101,0,-0.5,7292
20130124,100,-0.014778325,100.5,-0.009852217,99.2,-0.008,99.9,-1.1,-0.1,8257
20130125,99.9,-0.001,99.9,-0.005970149,98,-0.012096774,99,-0.9,-0.9,11885
20130128,98.7,-0.012012012,99.5,-0.004004004,98.6,0.006122449,99.3,0.3,0.6,7200
20130129,100,0.013171226,101.5,0.020100503,99.7,0.011156187,101,1.7,1,12071
20130130,102,0.02,102,0.004926108,100.5,0.008024072,101.5,0.5,-0.5,6963
20130131,100.5,-0.014705882,101.5,-0.004901961,100,-0.004975124,101.5,0,1,6481
20130201,101.5,0.009950249,101.5,0,100.5,0.005,101.5,0,0,7596
20130204,102,0.004926108,103,0.014778325,102,0.014925373,103,1.5,1,10873
20130205,103,0.009803922,103,0,101.5,-0.004901961,103,0,0,5200
20130206,103.5,0.004854369,105,0.019417476,103,0.014778325,105,2,1.5,9340
20130218,107,0.033816425,108.5,0.033333333,106.5,0.033980583,107,2,0,13470
20130219,108.5,0.014018692,108.5,0,106.5,0,107,0,-1.5,6114
20130220,108.5,0,109.5,0.00921659,108,0.014084507,109,2,0.5,10171
20130221,108.5,0,108.5,-0.00913242,107,-0.009259259,107,-2,-1.5,7485
20130222,106,-0.023041475,106.5,-0.01843318,105,-0.018691589,105.5,-1.5,-0.5,10313
20130223,106.5,0.004716981,107.5,0.009389671,106,0.00952381,107,1.5,0.5,3022
20130225,106.5,0,107,-0.004651163,105,-0.009433962,105,-2,-1.5,8564
20130226,103.5,-0.028169014,105,-0.018691589,102.5,-0.023809524,103.5,-1.5,0,9572
20130227,102,-0.014492754,104.5,-0.004761905,101,-0.014634146,104.5,1,2.5,13654
20130301,103,0.009803922,105,0.004784689,102.5,0.014851485,105,0.5,2,9263
20130304,104.5,0.014563107,104.5,-0.004761905,101.5,-0.009756098,102,-3,-2.5,11896
20130305,103.5,-0.009569378,104,-0.004784689,102.5,0.009852217,104,2,0.5,9603
20130306,104,0.004830918,104.5,0.004807692,103,0.004878049,104,0,0,6844
20130307,103.5,-0.004807692,104,-0.004784689,103,0,103,-1,-0.5,6812
20130308,103,-0.004830918,104.5,0.004807692,102,-0.009708738,103.5,0.5,0.5,8598
20130311,102,-0.009708738,104,-0.004784689,102,0,102,-1.5,0,9071
20130312,102,0,103,-0.009615385,101.5,-0.004901961,102.5,0.5,0.5,6294
20130313,102.5,0.004901961,105,0.019417476,102,0.004926108,104.5,2,2,9978
20130314,104,0.014634146,104.5,-0.004761905,103,0.009803922,104,-0.5,0,7022
20130315,105,0.009615385,105,0.004784689,103,0,103,-1,-2,6030
20130318,102,-0.028571429,102,-0.028571429,100.5,-0.024271845,100.5,-2.5,-1.5,11128
20130319,101,-0.009803922,101.5,-0.004901961,99.6,-0.008955224,100,-0.5,-1,11099
20130320,99.5,-0.014851485,99.5,-0.019704433,98.8,-0.008032129,98.8,-1.2,-0.7,13861
20130321,98.8,-0.007035176,100.5,0.010050251,98.7,-0.001012146,98.7,-0.1,-0.1,13448
20130322,98.6,-0.002024291,99.1,-0.013930348,98,-0.007092199,98,-0.7,-0.6,12072
20130325,99.9,0.013184584,100.5,0.014127144,99.2,0.012244898,99.5,1.5,-0.4,7606
20130326,99.2,-0.007007007,99.4,-0.010945274,98.8,-0.004032258,99,-0.5,-0.2,8019
20130327,99,-0.002016129,100.5,0.011066398,98.8,0,100.5,1.5,1.5,7304
20130328,100,0.01010101,100.5,0,99.3,0.005060729,100,-0.5,0,7232
20130329,100,0,101,0.004975124,99.8,0.005035247,100.5,0.5,0.5,5024
20130401,101,0.01,102,0.00990099,100.5,0.007014028,101,0.5,0,4450
20130402,100.5,-0.004950495,101,-0.009803922,99.8,-0.006965174,100.5,-0.5,0,6500
20130403,101.5,0.009950249,101.5,0.004950495,100,0.002004008,100.5,0,-1,6886
20130408,99,-0.024630542,99.5,-0.019704433,98.5,-0.015,98.5,-2,-0.5,11496
20130409,98,-0.01010101,98.5,-0.010050251,97.5,-0.010152284,97.5,-1,-0.5,10389
20130410,98.8,0.008163265,98.8,0.003045685,97.7,0.002051282,98.3,0.8,-0.5,7197
20130411,99,0.002024291,101.5,0.027327935,98.8,0.011258956,101.5,3.2,2.5,12430
20130412,101.5,0.025252525,101.5,0,100,0.012145749,100.5,-1,-1,5602
20130415,100.5,-0.009852217,101,-0.004926108,99.1,-0.009,99.4,-1.1,-1.1,6275
20130416,98.2,-0.022885572,101,0,98.2,-0.009081736,100.5,1.1,2.3,8309
20130417,101.5,0.033604888,101.5,0.004950495,99.7,0.015274949,100,-0.5,-1.5,7663
20130418,100,-0.014778325,101,-0.004926108,99.4,-0.003009027,99.9,-0.1,-0.1,7209
20130419,105.5,0.055,106.5,0.054455446,105.5,0.061368209,106.5,6.6,1,15197
20130422,108.5,0.028436019,109.5,0.028169014,107.5,0.018957346,108.5,2,0,16146
20130423,106.5,-0.01843318,107.5,-0.01826484,105.5,-0.018604651,106,-2.5,-0.5,10405
20130424,106.5,0,107,-0.004651163,104.5,-0.009478673,106,0,-0.5,10908
20130425,106,-0.004694836,107,0,105.5,0.009569378,107,1,1,7044
20130426,107,0.009433962,109,0.018691589,107,0.014218009,108.5,1.5,1.5,11735
20130429,108.5,0.014018692,108.5,-0.004587156,107.5,0.004672897,108,-0.5,-0.5,6502
20130430,108.5,0,109.5,0.00921659,108.5,0.009302326,109.5,1.5,1,10732
20130502,110,0.013824885,111,0.01369863,109,0.004608295,110.5,1,0.5,10471
20130503,111.5,0.013636364,112.5,0.013513514,110,0.009174312,110,-0.5,-1.5,9832
20130506,111.5,0,111.5,-0.008888889,110.5,0.004545455,111.5,1.5,0,6706
20130507,112,0.004484305,113,0.013452915,111,0.004524887,112.5,1,0.5,7353
20130508,112.5,0.004464286,115,0.017699115,112.5,0.013513514,114.5,2,2,11870
20130509,116,0.031111111,116,0.008695652,114.5,0.017777778,115,0.5,-1,9101
20130510,115,-0.00862069,115,-0.00862069,113.5,-0.008733624,114.5,-0.5,-0.5,7521
20130513,115,0,115.5,0.004347826,114,0.004405286,114.5,0,-0.5,3993
20130514,115.5,0.004347826,116.5,0.008658009,115,0.00877193,115.5,1,0,7881
20130515,115,-0.004329004,116,-0.004291845,113.5,-0.013043478,115,-0.5,0,6849
20130516,115,0,116,0,113,-0.004405286,113.5,-1.5,-1.5,10033
20130517,112,-0.026086957,113.5,-0.021551724,111.5,-0.013274336,113.5,0,1.5,6145
20130520,112.5,0.004464286,114,0.004405286,112.5,0.00896861,114,0.5,1.5,4897
20130521,113,0.004444444,113.5,-0.004385965,112,-0.004444444,112.5,-1.5,-0.5,5038
20130522,112.5,-0.004424779,113.5,0,111,-0.008928571,112,-0.5,-0.5,8462
20130523,110.5,-0.017777778,111.5,-0.017621145,108,-0.027027027,108,-4,-2.5,12254
20130524,109.5,-0.009049774,110.5,-0.00896861,108.5,0.00462963,109.5,1.5,0,7786
20130527,109.5,0,112,0.013574661,109.5,0.00921659,112,2.5,2.5,6339
20130528,112,0.02283105,112.5,0.004464286,109.5,0,109.5,-2.5,-2.5,5944
20130529,110.5,-0.013392857,112,-0.004444444,110.5,0.00913242,111,1.5,0.5,4809
20130530,111,0.004524887,111.5,-0.004464286,109.5,-0.009049774,110,-1,-1,6534
20130531,111.5,0.004504505,111.5,0,109,-0.00456621,109.5,-0.5,-2,7620
20130603,108,-0.031390135,108.5,-0.02690583,106.5,-0.02293578,107.5,-2,-0.5,9111
20130604,109,0.009259259,110,0.013824885,107.5,0.009389671,109,1.5,0,6964
20130605,109.5,0.004587156,110.5,0.004545455,108.5,0.009302326,109.5,0.5,0,4331
20130606,108.5,-0.00913242,109.5,-0.009049774,107,-0.013824885,107.5,-2,-1,8225
20130607,108,-0.004608295,109.5,0,108,0.009345794,108.5,1,0.5,9288
20130610,110,0.018518519,110,0.00456621,108,0,108.5,0,-1.5,5544
20130611,110,0,110,0,108,0,108,-0.5,-2,7971
20130613,106,-0.036363636,107,-0.027272727,104,-0.037037037,104.5,-3.5,-1.5,15038
20130614,105,-0.009433962,106,-0.009345794,104.5,0.004807692,106,1.5,1,8686
20130617,105.5,0.004761905,106,0,105,0.004784689,106,0,0.5,7015
20130618,105,-0.004739336,106.5,0.004716981,104.5,-0.004761905,106.5,0.5,1.5,6753
20130619,106,0.00952381,106.5,0,105,0.004784689,105.5,-1,-0.5,5112
20130620,105,-0.009433962,105.5,-0.009389671,103.5,-0.014285714,104,-1.5,-1,8257
20130621,102,-0.028571429,103.5,-0.018957346,101.5,-0.019323671,103.5,-0.5,1.5,8632
20130624,102.5,0.004901961,102.5,-0.009661836,100,-0.014778325,101,-2.5,-1.5,12255
20130625,101,-0.014634146,103,0.004878049,101,0.01,101,0,0,8672
20130626,103,0.01980198,104,0.009708738,101.5,0.004950495,101.5,0.5,-1.5,12682
20130627,103,0,105,0.009615385,103,0.014778325,104.5,3,1.5,12441
20130628,106,0.029126214,111,0.057142857,105,0.019417476,111,6.5,5,15111
20130701,109,0.028301887,109.5,-0.013513514,108,0.028571429,108,-3,-1,14947
20130702,109,0,110,0.00456621,108.5,0.00462963,110,2,1,12114
20130703,107,-0.018348624,107,-0.027272727,105.5,-0.02764977,107,-3,0,11083
20130704,106.5,-0.004672897,107,0,106,0.004739336,107,0,0.5,7185
20130705,107.5,0.009389671,109.5,0.023364486,107,0.009433962,109,2,1.5,8054
20130708,107,-0.004651163,108,-0.01369863,104.5,-0.023364486,105,-4,-2,8927
20130709,104.5,-0.023364486,106.5,-0.013888889,103.5,-0.009569378,106,1,1.5,7985
20130710,104.5,0,107,0.004694836,104.5,0.009661836,106,0,1.5,6180
20130711,107.5,0.028708134,109.5,0.023364486,107.5,0.028708134,109.5,3.5,2,13597
20130712,109.5,0.018604651,110,0.00456621,108.5,0.009302326,110,0.5,0.5,8347
20130715,108.5,-0.00913242,109.5,-0.004545455,108,-0.004608295,109.5,-0.5,1,7527
20130716,108.5,0,109,-0.00456621,107,-0.009259259,108,-1.5,-0.5,7121
20130717,108,-0.004608295,109,0,107,0,109,1,1,7538
20130718,107.5,-0.00462963,108,-0.009174312,105.5,-0.014018692,105.5,-3.5,-2,10862
20130719,99.4,-0.075348837,99.7,-0.076851852,98.2,-0.069194313,98.2,-7.3,-1.2,33783
20130722,98,-0.014084507,98.4,-0.013039117,96.9,-0.013238289,97,-1.2,-1,23948
20130723,98.5,0.005102041,101.5,0.031504065,98.5,0.016511868,100,3,1.5,20652
20130724,100.5,0.020304569,103,0.014778325,100,0.015228426,102,2,1.5,13201
20130725,102,0.014925373,103.5,0.004854369,101,0.01,102.5,0.5,0.5,9555
20130726,103,0.009803922,103,-0.004830918,101,0,102.5,0,-0.5,7680
20130729,100,-0.029126214,101.5,-0.014563107,100,-0.00990099,100,-2.5,0,9559
20130730,100.5,0.005,102.5,0.009852217,100.5,0.005,102,2,1.5,8756
20130731,101.5,0.009950249,103,0.004878049,101,0.004975124,102.5,0.5,1,7128
20130801,102,0.004926108,102,-0.009708738,100,-0.00990099,100.5,-2,-1.5,7756
20130802,102.5,0.004901961,103,0.009803922,100,0,100.5,0,-2,7866
20130805,100,-0.024390244,101.5,-0.014563107,99.9,-0.001,100.5,0,0.5,6400
20130806,100.5,0.005,100.5,-0.009852217,98.6,-0.013013013,98.8,-1.7,-1.7,13012
20130807,98.5,-0.019900498,98.5,-0.019900498,97,-0.016227181,97,-1.8,-1.5,15082
20130808,96,-0.025380711,97.1,-0.014213198,95.3,-0.017525773,96.4,-0.6,0.4,14412
20130809,100,0.041666667,100,0.029866117,96.4,0.011542497,96.4,0,-3.6,13162
20130812,96.4,-0.036,96.7,-0.033,95.6,-0.008298755,96,-0.4,-0.4,10395
20130813,96,-0.004149378,97.4,0.007238883,96,0.0041841,97.2,1.2,1.2,9192
20130814,96,0,97.3,-0.001026694,95.8,-0.002083333,96.8,-0.4,0.8,9471
20130815,96.4,0.004166667,96.4,-0.009249743,95.3,-0.005219207,96,-0.8,-0.4,13251
20130816,95.4,-0.010373444,97.5,0.011410788,95.2,-0.001049318,96.5,0.5,1.1,11061
20130819,95.5,0.001048218,96.1,-0.014358974,95.3,0.00105042,95.5,-1,0,11661
20130820,95.2,-0.003141361,95.4,-0.007284079,94.4,-0.009443861,94.4,-1.1,-0.8,13924
20130822,93,-0.023109244,94.9,-0.00524109,92.9,-0.015889831,94.5,0.1,1.5,15238
20130823,95.7,0.029032258,97.3,0.025289779,95.5,0.027987083,97,2.5,1.3,12547
20130826,97.6,0.01985371,97.6,0.003083248,96.1,0.006282723,96.8,-0.2,-0.8,6745
20130827,96,-0.016393443,96.8,-0.008196721,95.6,-0.005202914,95.6,-1.2,-0.4,7827
20130828,95.6,-0.004166667,97.3,0.005165289,95.1,-0.005230126,96.8,1.2,1.2,10927
20130829,96.9,0.013598326,98.9,0.016443988,96.9,0.018927445,98.7,1.9,1.8,11284
20130830,99.6,0.027863777,100.5,0.016177958,98.8,0.019607843,100.5,1.8,0.9,11441
20130902,100,0.004016064,102,0.014925373,99.6,0.008097166,102,1.5,2,10416
20130903,103,0.03,103,0.009803922,101.5,0.019076305,102,0,-1,10651
20130904,100.5,-0.024271845,101.5,-0.014563107,100,-0.014778325,100.5,-1.5,0,8405
20130905,100.5,0,101.5,0,100,0,101.5,1,1,6991
20130906,102,0.014925373,102,0.004926108,101,0.01,102,0.5,0,6824
20130909,102.5,0.004901961,103,0.009803922,101,0,103,1,0.5,9300
20130910,103,0.004878049,104.5,0.014563107,102.5,0.014851485,104.5,1.5,1.5,10178
20130911,103,0,104.5,0,102.5,0,104.5,0,1.5,8961
20130912,103,0,104.5,0,103,0.004878049,103.5,-1,0.5,7435
20130913,102.5,-0.004854369,103,-0.014354067,102,-0.009708738,102.5,-1,0,6354
20130914,102.5,0,103.5,0.004854369,102,0,102.5,0,0,2440
20130916,104,0.014634146,105.5,0.019323671,104,0.019607843,105.5,3,1.5,12903
20130917,105.5,0.014423077,105.5,0,104.5,0.004807692,105.5,0,0,5644
20130918,105,-0.004739336,105.5,0,103,-0.014354067,103,-2.5,-2,5930
20130923,103,-0.019047619,106,0.004739336,102.5,-0.004854369,105.5,2.5,2.5,11435
20130924,105,0.019417476,105.5,-0.004716981,104,0.014634146,105,-0.5,0,6370
20130925,104.5,-0.004761905,104.5,-0.009478673,103,-0.009615385,103,-2,-1.5,9153
20130926,103.5,-0.009569378,103.5,-0.009569378,101.5,-0.014563107,101.5,-1.5,-2,5431
20130927,103.5,0,103.5,0,102,0.004926108,103,1.5,-0.5,5626
20130930,100.5,-0.028985507,102,-0.014492754,100,-0.019607843,100.5,-2.5,0,11263
20131001,100.5,0,102.5,0.004901961,100.5,0.005,101.5,1,1,5825
20131002,103.5,0.029850746,103.5,0.009756098,102,0.014925373,103,1.5,-0.5,5617
20131003,103.5,0,106,0.024154589,103,0.009803922,105,2,1.5,14268
20131004,104.5,0.009661836,105,-0.009433962,103.5,0.004854369,104,-1,-0.5,5554
20131007,103.5,-0.009569378,104,-0.00952381,102,-0.014492754,103,-1,-0.5,5290
20131008,103.5,0,105.5,0.014423077,103,0.009803922,105,2,1.5,5955
20131009,104,0.004830918,105.5,0,103,0,105,0,1,5570
20131011,105,0.009615385,107.5,0.018957346,105,0.019417476,106.5,1.5,1.5,14696
20131014,106.5,0.014285714,106.5,-0.009302326,105,0,105,-1.5,-1.5,5172
20131015,106.5,0,107,0.004694836,106,0.00952381,107,2,0.5,5043
20131016,108,0.014084507,108,0.009345794,106,0,106,-1,-2,5610
20131017,107.5,-0.00462963,108,0,107,0.009433962,107,1,-0.5,7058
20131018,108.5,0.009302326,110,0.018518519,108.5,0.014018692,110,3,1.5,16771
20131021,111,0.023041475,111.5,0.013636364,109.5,0.00921659,110,0,-1,9241
20131022,110,-0.009009009,111.5,0,109.5,0,111.5,1.5,1.5,8828
20131023,111,0.009090909,111.5,0,110,0.00456621,111,-0.5,0,5675
20131024,109,-0.018018018,110,-0.013452915,108.5,-0.013636364,110,-1,1,7246
20131025,108.5,-0.004587156,109,-0.009090909,106.5,-0.01843318,107,-3,-1.5,11658
20131028,108,-0.004608295,109.5,0.004587156,107.5,0.009389671,109.5,2.5,1.5,5634
20131029,108.5,0.00462963,109.5,0,108,0.004651163,109.5,0,1,4061
20131030,109,0.004608295,110,0.00456621,109,0.009259259,110,0.5,1,4443
20131031,108.5,-0.004587156,109.5,-0.004545455,108,-0.009174312,109.5,-0.5,1,4626
20131101,110.5,0.01843318,110.5,0.00913242,108.5,0.00462963,109.5,0,-1,3795
20131104,108,-0.022624434,109,-0.013574661,108,-0.004608295,109,-0.5,1,4622
20131105,108.5,0.00462963,109,0,106.5,-0.013888889,106.5,-2.5,-2,6414
20131106,106.5,-0.01843318,107.5,-0.013761468,106.5,0,107,0.5,0.5,7155
20131107,107,0.004694836,107.5,0,106,-0.004694836,107,0,0,5026
20131108,105,-0.018691589,106.5,-0.009302326,105,-0.009433962,106,-1,1,7421
20131111,105,0,106,-0.004694836,104.5,-0.004761905,104.5,-1.5,-0.5,8709
20131112,106,0.00952381,106,0,104.5,0,105,0.5,-1,6868
20131113,105,-0.009433962,105,-0.009433962,103,-0.014354067,103,-2,-2,8182
20131114,104,-0.00952381,104.5,-0.004761905,103.5,0.004854369,103.5,0.5,-0.5,7251
20131115,103.5,-0.004807692,104.5,0,103.5,0,104,0.5,0.5,5083
20131118,104.5,0.009661836,105,0.004784689,104,0.004830918,104,0,-0.5,6957
20131119,104.5,0,105.5,0.004761905,104,0,105,1,0.5,8014
20131120,104,-0.004784689,104,-0.014218009,102.5,-0.014423077,103,-2,-1,10990
20131121,102,-0.019230769,103,-0.009615385,100.5,-0.019512195,101,-2,-1,14431
20131122,100,-0.019607843,101.5,-0.014563107,100,-0.004975124,100,-1,0,13182
20131125,101,0.01,102.5,0.009852217,101,0.01,101,1,0,7929
20131126,102,0.00990099,105,0.024390244,101.5,0.004950495,103.5,2.5,1.5,11490
20131127,105,0.029411765,105.5,0.004761905,104.5,0.02955665,105,1.5,0,6528
20131128,105,0,105.5,0,104.5,0,105,0,0,6169
20131129,104.5,-0.004761905,105,-0.004739336,104,-0.004784689,105,0,0.5,5923
20131202,105,0.004784689,105.5,0.004761905,104,0,104.5,-0.5,-0.5,4418
20131203,104,-0.00952381,105,-0.004739336,103.5,-0.004807692,104,-0.5,0,4779
20131204,103.5,-0.004807692,105.5,0.004761905,103.5,0,105,1,1.5,5304
20131205,105,0.014492754,105,-0.004739336,103.5,0,104,-1,-1,5844
20131206,103,-0.019047619,104.5,-0.004761905,103,-0.004830918,103,-1,0,5835
20131209,104,0.009708738,105,0.004784689,104,0.009708738,105,2,1,5324
20131210,104.5,0.004807692,105,0,104,0,104,-1,-0.5,4643
20131211,103.5,-0.009569378,105,0,103.5,-0.004807692,105,1,1.5,7385
20131212,104.5,0.009661836,104.5,-0.004761905,103,-0.004830918,103,-2,-1.5,5445
20131213,102.5,-0.019138756,103.5,-0.009569378,102.5,-0.004854369,102.5,-0.5,0,7034
20131216,102.5,0,103,-0.004830918,102,-0.004878049,102,-0.5,-0.5,6032
20131217,103,0.004878049,104.5,0.014563107,103,0.009803922,103.5,1.5,0.5,6356
20131218,102.5,-0.004854369,103,-0.014354067,101,-0.019417476,101,-2.5,-1.5,15072
20131219,102,-0.004878049,103,0,101.5,0.004950495,102.5,1.5,0.5,6192
20131220,101.5,-0.004901961,103.5,0.004854369,101.5,0,102,-0.5,0.5,8353
20131223,103,0.014778325,104.5,0.009661836,103,0.014778325,104,2,1,6994
20131224,104,0.009708738,104,-0.004784689,103,0,103,-1,-1,3724
20131225,102.5,-0.014423077,103.5,-0.004807692,102.5,-0.004854369,103,0,0.5,2848
20131226,103,0.004878049,104,0.004830918,103,0.004878049,104,1,1,1135
20131227,103.5,0.004854369,104.5,0.004807692,103,0,104.5,0.5,1,5626
20131230,104,0.004830918,106,0.014354067,104,0.009708738,106,1.5,2,10564
20131231,105.5,0.014423077,106,0,105,0.009615385,105.5,-0.5,0,6632
20140102,105,-0.004739336,105.5,-0.004716981,103.5,-0.014285714,104.5,-1,-0.5,4136
20140103,103,-0.019047619,103,-0.023696682,102,-0.014492754,102.5,-2,-0.5,8524
20140106,102,-0.009708738,103,0,102,0,102.5,0,0.5,4874
20140107,102.5,0.004901961,103,0,102,0,102,-0.5,-0.5,5529
20140108,103,0.004878049,104.5,0.014563107,102.5,0.004901961,104,2,1,7305
20140109,102.5,-0.004854369,103,-0.014354067,100.5,-0.019512195,101,-3,-1.5,19873
20140110,102,-0.004878049,102.5,-0.004854369,101.5,0.009950249,102,1,0,7619
20140113,103,0.009803922,103.5,0.009756098,102.5,0.009852217,103,1,0,6282
20140114,102.5,-0.004854369,103.5,0,102,-0.004878049,103.5,0.5,1,5256
20140115,104,0.014634146,106,0.024154589,104,0.019607843,105,1.5,1,15415
20140116,106,0.019230769,107.5,0.014150943,106,0.019230769,107,2,1,16279
20140117,108,0.018867925,108.5,0.009302326,107,0.009433962,107.5,0.5,-0.5,15038
20140120,107,-0.009259259,108.5,0,107,0,107.5,0,0.5,8533
20140121,108.5,0.014018692,108.5,0,106,-0.009345794,106.5,-1,-2,6334
20140122,106,-0.023041475,107.5,-0.00921659,106,0,107.5,1,1.5,7549
20140123,108.5,0.023584906,108.5,0.009302326,107.5,0.014150943,107.5,0,-1,7461
20140124,107,-0.013824885,108.5,0,107,-0.004651163,108,0.5,1,8172
20140127,106,-0.009345794,106.5,-0.01843318,104,-0.028037383,105,-3,-1,17118
20140205,102,-0.037735849,102,-0.042253521,100.5,-0.033653846,100.5,-4.5,-1.5,37866
20140206,101,-0.009803922,103,0.009803922,101,0.004975124,102,1.5,1,16321
20140207,103.5,0.024752475,104.5,0.014563107,103,0.01980198,104,2,0.5,14854
20140210,104,0.004830918,104.5,0,103,0,103,-1,-1,7897
20140211,104.5,0.004807692,105,0.004784689,104,0.009708738,104.5,1.5,0,6947
20140212,105,0.004784689,105.5,0.004761905,104.5,0.004807692,105,0.5,0,7138
20140213,105,0,106,0.004739336,105,0.004784689,105,0,0,5781
20140214,106.5,0.014285714,107.5,0.014150943,106.5,0.014285714,107.5,2.5,1,14580
20140217,108,0.014084507,108.5,0.009302326,107.5,0.009389671,108.5,1,0.5,11664
20140218,108.5,0.00462963,108.5,0,107.5,0,108,-0.5,-0.5,5778
20140219,108,-0.004608295,108,-0.004608295,107,-0.004651163,108,0,0,7006
20140220,106.5,-0.013888889,107,-0.009259259,106,-0.009345794,106.5,-1.5,0,6646
20140221,107,0.004694836,107.5,0.004672897,107,0.009433962,107.5,1,0.5,7819
20140224,107.5,0.004672897,108,0.004651163,106,-0.009345794,107,-0.5,-0.5,6992
20140225,107.5,0,108,0,106.5,0.004716981,108,1,0.5,6570
20140226,107.5,0,108,0,107,0.004694836,107.5,-0.5,0,5182
20140227,107.5,0,108,0,107.5,0.004672897,108,0.5,0.5,7531
20140303,108,0.004651163,108,0,106.5,-0.009302326,108,0,0,10046
20140304,108,0,108,0,107.5,0.009389671,107.5,-0.5,-0.5,9493
20140305,108.5,0.00462963,110,0.018518519,108.5,0.009302326,110,2.5,1.5,16511
